id,title,tag,matched_words,score
654,"LOMAC TO PAY COSTS IN FIRST SUPERFUND AGREEMENT",neutral,,0
655,"WORLD BANK AFFILIATE PROVIDES CREDIT FOR HAITI",neutral,,0
656,"U.S. AGRICULTURE SECY DOUBTFUL ON DEFICIT GOAL",negative,doubtful,-1
657,"CLABIR CLG, AMBRIT ABI CALL OFF MERGER",neutral,,0
658,"FAA ORDERS VOICE RECORDERS ON NEW COMMUTER CRAFT",neutral,,0
659,"TELECOMMUNICATIONS BILL CLEARS U.S. HOUSE PANEL",positive,clears,1
660,"BANK BOARD TAKES CONTROL OF FLORIDA THRIFT",positive,thrift,1
661,"MOODYS DOWNGRADES ZENITH ELECTRONICS ZE DEBT",neutral,"zenith; debt",0
662,"SDC SYDNEY REPLACES CHAIRMAN",neutral,,0
663,"COST OF PIK CERTIFICATES TO BE EYED BY CONGRESS",neutral,,0
664,"DAILY TELEGRAPH IN DEAL WITH NEWS INTERNATIONAL",neutral,,0
665,"USACAFES USF UNIT POSTS RECORD WEEKLY SALES",neutral,,0
666,"MACAO TO KEEP EXISTING SYSTEM FOR 50 YEARS",neutral,,0
667,"FRIEDMAN INDUSTRIES INC FRD QUARTERLY DIV",neutral,,0
668,"CHIRAC SEES FASTER PRIVATISATION",positive,faster,1
669,"IADB MEETING ENDS WITH U.S. ISOLATED ON REFORM",neutral,"reform; isolated",0
670,"LATIN OIL PRODUCERS TO MEET IN CARACAS",neutral,,0
671,"AUSTRALIAN RESERVE BANK CUTS REDISCOUNT RATE",neutral,,0
672,"ARGENTINA SAYS COULD FOLLOW BRAZILIAN DEBT MOVE",negative,debt,-1
673,"GENOVA GNVA SIGNS DEFINITIVE MERGER AGREEMENT",neutral,,0
674,"PENOBSCOT SHOE CO PSO 1ST QTR FEB 27 NET",neutral,,0
675,"DREXEL SAYS BUSINESS STRONG DESPITE TRADE PROBE",positive,strong,1
676,"DAUSTER SAYS NO CHANGE IN BRAZILS COFFEE POLICY",neutral,,0
677,"EXCHANGE RATE BILL CLEARS U.S. HOUSE PANEL",positive,clears,1
678,"CONSOLIDATE CAPITAL TRUST CIOTS 4TH QTR NET",positive,trust,1
679,"SARNEY REITERATES THAT BRAZIL WILL NOT GO TO IMF",neutral,,0
680,"U.S. BANKS SEEN STEPPING UP SECURITIES ROLE",neutral,,0
681,"PALO VERDE UNIT 3 GRANTED OPERATING LICENSE",neutral,,0
682,"TREASURYS BAKER SAYS HE STANDS BY PARIS PACT TO FOSTER STABLE CURRENCIES",positive,stable,1
683,"MEMBERS VOTE TO DISSOLVE U.S. FARM COOP",neutral,,0
684,"U.S. SENATE FARM PANEL MAKEUP STILL IN DOUBT",negative,doubt,-1
685,"BAKER SAYS HE STANDS BY PARIS CURRENCY AGREEMENT",neutral,,0
686,"BAKER DECLINES COMMENT ON VOLCKER REAPPOINTMENT",negative,declines,-1
687,"CHINA SAYS 1986 BUDGET DEFICIT 7.08 BILLION YUAN",neutral,,0
688,"GUYANA FINANCE MINISTER OPTIMISTIC BUT SEEKS HELP",positive,optimistic,1
689,"BAKER OPPOSES STOCK TRANSACTION TAX PROPOSAL",neutral,,0
690,"BAKER SEEKS MORE BANK LOANS TO DEVELOPING NATIONS",neutral,,0
691,"LIBYANS APPEAR TO BE PULLING OUT OF CHAD",neutral,,0
692,"CHINA, PORTUGAL INITIAL MACAO PACT",neutral,,0
693,"BAKER SEES 15 TO 20 BILLION DLR DROP IN TRADE GAP",neutral,,0
694,"Sumita says further yen rise would adversely affect Japanese economy",neutral,,0
695,"Sumita says major nations will continue to cooperate to stabilize currencies",positive,stabilize,1
696,"N.Z. MONEY SUPPLY RISES 2.4 PCT IN JANUARY",neutral,,0
697,"FURTHER YEN RISE WOULD HURT JAPAN ECONOMY, SUMITA",negative,hurt,-1
698,"JAPAN VTR AND TV EXPORTS FALL IN FEBRUARY",negative,fall,-1
699,"DEMOCRAT LOSES BID TO WIN CONTRA AID ACCOUNTING",neutral,"win; loses",0
700,"EC LINKS AGRICULTURAL TRADE TALKS TO OTHER REFORM",positive,reform,1
701,"VIETNAMS ARMY ORDERED TO GROW MORE FOOD",neutral,,0
702,"LINDE TURNOVER UP IN FIRST TWO MONTHS OF 1987",neutral,,0
703,"LINDE AG LING.F 1986 YEAR",neutral,,0
704,"PACIFIC DUNLOP ANNOUNCES AIDS PROTECTION DISCOVERY",positive,protection,1
705,"BANK OF NEW ZEALAND SHARES TO BE LISTED NEXT WEEK",neutral,,0
706,"JAPAN SEEN CUTTING APRIL BOND COUPON FROM FIVE PCT",neutral,,0
707,"SINGAPORE RULE CHANGES SEEN HAVING LITTLE IMPACT",neutral,,0
708,"TRADE SURPLUS CUT WOULD BENEFIT JAPAN  SUMITA",positive,benefit,1
709,"VIOLENCE REPORTED IN ECUADOR GENERAL STRIKE",negative,strike,-1
710,"PHILIPPINE DEBT TALKS PROCEED WITH NARROWER FOCUS",negative,"narrower, debt",-2
711,"GARCIA SAYS PERU NOT TRYING TO EXPORT DEBT STANCE",negative,debt,-1
712,"SUPREME COURT UPHOLDS AFFIRMATIVE ACTION FOR WOMEN",positive,"supreme, affirmative",2
713,"ECONOMIC SPOTLIGHT  HONG KONGS MORE ACTIVE ROLE",neutral,,0
714,"GULF ESCORTS STILL UNDER DISCUSSION  WEINBERGER",neutral,,0
715,"SRI LANKA TO LAUNCH APPEAL FOR DROUGHT AID",neutral,"appeal; drought",0
716,"MIYAZAWA SAYS MAJOR NATIONS ACTING ON PARIS ACCORD",neutral,,0
717,"U.S. HOUSE PANEL APPROVES 400 MLN DLRS FOREIGN AID",neutral,,0
718,"ECONOMIC SPOTLIGHT  TOKYO EARTHQUAKE AFTERSHOCKS",neutral,,0
719,"Hoechst AG 1986 world group pretax profit 3.21 billion marks vs 3.16 billion",neutral,,0
720,"AIDC ISSUES FIRST AUSTRALIAN DLR MEDIUM TERM NOTES",negative,issues,-1
721,"MAZDA DOES NOT PLAN TO MAKE SPORTS CARS IN U.S.",neutral,,0
722,"KAWASAKI TO INCREASE MOTORCYCLE OUTPUT",neutral,,0
723,"BANK OF FRANCE LAUNCHES MONEY MARKET INTERVENTION TENDER  OFFICIAL",positive,tender,1
724,"HOECHST AG HFAG.F YEAR 1986",neutral,,0
725,"GERMAN TRADE, CURRENT ACCOUNT DATA DUE TODAY",neutral,,0
726,"BANK OF FRANCE LAUNCHES MONEY MARKET TENDER",positive,tender,1
727,"BP says it will tender for remaining 45 pct of Standard Oil at 70 dlrs a share cash",positive,tender,1
728,"CHINA PROJECTS 1987 BUDGET DEFICIT INCREASE",neutral,,0
729,"BP TO OFFER 7.4 BILLION DLRS FOR STANDARD SHARES",neutral,,0
730,"HOECHST RAISES PROFITS ON LOWER SALES",neutral,,0
731,"Danish overnight money market rate cut to 10 pct from 10.5  central bank",neutral,,0
732,"BHP NET SEEN AROUND 600 MLN DLRS FOR NINE MONTHS",neutral,,0
733,"BP units seek five billion dlr revolving credit to support Standard Oil tender",positive,"tender, support",2
734,"INDIAN PLANT SIGNS FIRST ALUMINA EXPORT CONTRACT",neutral,,0
735,"FRIED. KRUPP GMBH KRPG.D YEAR 1986",negative,fried,-1
736,"NORDIC INVESTMENT BANK HAS ZERO COUPON BOND",neutral,,0
737,"LUCAS INDUSTRIES PLC LUCS.L HALFYEAR ENDED JAN 31",neutral,,0
738,"BP UNITS SEEK FIVE BILLION DLR REVOLVING CREDIT",neutral,,0
739,"EUROFIMA LAUNCHING 40 MLN SWISS FRANC NOTES",neutral,,0
740,"CLUB MEDITERRANEE CMI.PA  YEAR ENDED OCTOBER 31",neutral,,0
741,"U.K. MONEY MARKET LIQUIDITY POSITION EXPECTED FLAT",neutral,,0
742,"EC SUGAR TENDER SEEN AS FURTHER CONCESSION",neutral,"tender; concession",0
743,"German Feb current account surplus 6.6 billion marks Jan surplus 4.8 billion  official",neutral,,0
744,"German February trade surplus 10.4 billion marks Jan surplus 7.2 billion  official",neutral,,0
745,"GERMAN CURRENT ACCOUNT SURPLUS WIDENS IN FEBRUARY",neutral,,0
746,"MONTREAL TRUSTCO ISSUES CANADIAN DOLLAR EUROBOND",negative,issues,-1
747,"KEATING REVISES DOWN AUSTRALIAN GROWTH FORECAST",neutral,,0
748,"TAIWANS SAVINGS AT RECORD HIGH",positive,savings,1
749,"SHORTDATED SAUDI RIYAL RATES FIRM IN QUIET MARKET",positive,quiet,1
750,"JAPAN BEEF PRICE SUPPORT CUT WILL NOT RAISE DEMAND",positive,support,1
751,"FOREIGN FIRMS HOPE TO JOIN JAPAN TELECOM COMPANY",neutral,,0
752,"U.K. OILMEALVEG OIL PRODUCTION ROSE IN 1986",neutral,,0
753,"BNP PLANS 100 MLN H.K. DLR CD ISSUE",negative,issue,-1
754,"PHILIPPINES TO PUT 100 STATE FIRMS UP FOR SALE",neutral,,0
755,"SINGAPORE LAWS TO LIBERALISE LOCAL CAPITAL MARKET",neutral,,0
756,"SIEMENS SEES SALES NEAR 52 BILLION MARKS THIS YEAR",neutral,,0
757,"KRUPP HAS SATISFACTORY 1986 RESULTS",positive,satisfactory,1
758,"JAPANESE SCIENTISTS DEVELOP AIDS DETECTION MATERIAL",neutral,,0
759,"NO PESSIMISM FOR GERMAN EXPORTERS, MINISTRY",negative,pessimism,-1
760,"MONETARY AUTHORITIES SAID TO LOSE CREDIBILITY",negative,lose,-1
761,"AUSTRIA MAKES TWO BILLION SCHILLING NOTE ISSUE",negative,issue,-1
762,"FRANCES CAECL ISSUES THREE BILLION FRANC BOND",negative,issues,-1
763,"UK FEB TRADE DEFICIT 224 MLN STG VS DEFICIT 527 MLN IN JAN  OFFICIAL.",neutral,,0
764,"U.K. FEB CUURENT ACCOUNT SURPLUS 376 MLN STG VS JAN SURPLUS 73 MLN  OFFICIAL.",neutral,,0
765,"MALAYSIAN CENTRAL BANK SEES HIGHER 1987 GROWTH",neutral,,0
766,"U.K. VISIBLE TRADE DEFICIT NARROWS IN FEBRUARY",neutral,,0
767,"LUCAS SEES CONTINUED GROWTH IN SECOND HALF",neutral,,0
768,"IWC ups Soviet grain 198687 import estimate three mln tonnes to 29 mln  official",neutral,,0
769,"IWC lifts 198687 world wheat, coarse grain estimate one mln tonnes to record 1,377 mln",negative,coarse,-1
770,"ECONOMIC SPOTLIGHT  SWISS BANKING SECRECY",neutral,,0
771,"MONTREAL TRUSTCO ISSUES CANADIAN DOLLAR EUROBOND",negative,issues,-1
772,"LIBYANS APPEAR TO BE PULLING OUT OF CHAD",neutral,,0
773,"TRADE SURPLUS CUT WOULD BENEFIT JAPAN  SUMITA",positive,benefit,1
774,"ALSTHOM AWARDED 900 MLN FRANC PAKISTANI DEAL",positive,awarded,1
775,"COMMISSION APPROVES RAINBOWPROGRESSIVE MERGER",neutral,,0
776,"VIOLENCE REPORTED IN ECUADOR GENERAL STRIKE",negative,strike,-1
777,"U.K. MONEY MARKET FORECAST REVISED TO DEFICIT",neutral,,0
778,"IWC LIFTS WORLD GRAIN OUTPUT ESTIMATE TO RECORD",neutral,,0
779,"BANK OF JAPAN BUYS SMALL QUANTITY DOLLARS DEALERS",neutral,,0
780,"U.K. TRADE FIGURES BUOY HOPES OF INTEREST RATE CUT",neutral,,0
781,"ECC APPROVES MONTEDISONHERCULES VENTURE",neutral,,0
782,"EC SELLS BUTTER STOCKS TO SOVIET UNION",neutral,,0
783,"GERMAN NET CURRENCY RESERVES RISE",neutral,,0
784,"WORLD BANK CHIEF CONCERNED ABOUT BRAZIL ECONOMY",negative,concerned,-1
785,"ITALIAN TREASURY ANNOUNCES CERTIFICATE OFFER",neutral,,0
786,"GUINNESS PEAT HAS CASH ADVANCE FACILITY",neutral,,0
787,"SUMITOMO BANK HAS 500 MLN STG CD PROGRAM",neutral,,0
788,"CURRENCY EXCHANGE LOSS PUSHES MALAYSIAS DEBT UP",negative,"loss, debt",-2
789,"IWC SAYS EFFECT OF LOWER SUPPORT PRICES LIMITED",neutral,"support; limited",0
790,"SANDOZ HAS 50 MLN DLR EUROCP PROGRAM",neutral,,0
791,"U.S. TREASURYS BAKER OPPOSES TAX INCREASE",neutral,,0
792,"PHILIPPINE DEBT TALKS PROCEED WITH NARROWER FOCUS",negative,"narrower, debt",-2
793,"TREASURYS BAKER SAYS HE STANDS BY PARIS PACT",neutral,,0
794,"TREASURYS BAKER DECLINES COMMENT ON VOLCKER",negative,declines,-1
795,"GERMAN ANALYSTS SEE GOLD RISING IN 2ND HALF 1987",positive,gold,1
796,"CAMBRIAN AND GENERAL NOTES RELISTED IN LONDON",neutral,,0
797,"GULF ESCORTS STILL UNDER DISCUSSION  WEINBERGER",neutral,,0
798,"AUSTRIA TREASURY NOTE ISSUE LIKELY TO BE INCREASED",negative,issue,-1
799,"NEW CAPITAL RULES WOULD FAVOR FIRST INTERSTATE",positive,favor,1
800,"FIRST INTERSTATE I ESTIMATES LOSS ON BRAZIL",negative,loss,-1
801,"FRENCH UNEMPLOYMENT RISES TO SEASONALLY ADJUSTED 2.65 MLN IN FEBRUARY  OFFICIAL",neutral,,0
802,"CONRAIL INITIAL OFFER PRICED AT 28 DLRS SHARE",neutral,,0
803,"MICKELBERRY CORP MBC 4TH QTR NET",neutral,,0
804,"HOLIDAY HIA SEES RULING NEXT WEEK ON PLAN",neutral,,0
805,"MICKELBERRY MBC COMPLETES SALE OF UNIT",neutral,,0
806,"FLUOROCARBON CO FCBN 4TH QTR JAN 31 NET",neutral,,0
807,"ROSTENKOWSKI SAYS REAGAN MUST RECONSIDER TAX RISE",neutral,,0
808,"FRENCH FEBRUARY UNEMPLOYMENT HITS RECORD 2.65 MLN",neutral,,0
809,"TREASURYS BAKER OPPOSES STOCK TRANSACTION TAX",neutral,,0
810,"PHILIPS ELECTRICAL SELLS STAKE IN UNIDARE",neutral,,0
811,"AMERICAN MEDICAL INTERNATIONAL INC 2ND QTR SHR PROFIT 32 CTS VS LOSS 95 CTS",negative,loss,-1
812,"BAKER SEES 15 TO 20 BILLION DLR DROP IN TRADE GAP",neutral,,0
813,"NEW GENERATION FOODS NGEN SELLS SHARES",neutral,,0
814,"AMERICAN MEDICAL INTERNATIONAL INC AMI NET",neutral,,0
815,"SIEMENS U.S. TURNOVER TO RISE IN CURRENT YEAR",neutral,,0
816,"F.W. DODGE REPORTS FEBRUARY CONSTRUCTION DROPS",neutral,,0
817,"U.K. VISIBLE TRADE DEFICIT NARROWS IN FEBRUARY",neutral,,0
818,"FRENCH RESERVES FALL ON DEBT REPAYMENT",negative,"fall, debt",-2
819,"FOOTE MINERAL CO IN LETTER OF INTENT TO MERGE INTO RIO TINTOZINC",neutral,,0
820,"German March cost of living 0.2 pct below year ago Feb 0.5 pct below  official",neutral,,0
821,"TRIZEC CORP LTD 1ST QTR JAN 31 NET",neutral,,0
822,"BRANIFF BAIR MAY GET MEXICAN SERVICE AUTHORITY",neutral,,0
823,"BOSTON EDISON CO BSE REGULAR DIVIDEND",neutral,,0
824,"NIPPON SIGNAL ISSUES 50 MLN SWISS FRANC NOTES",negative,issues,-1
825,"GERMAN COST OF LIVING FALLS IN MARCH ON YEARAGO",negative,falls,-1
826,"BRITISH BANKS RESIST SIGNING MEXICO PACKAGE, SEEK MORE EQUITABLE CONTRIBUTIONS  LLOYDS",positive,equitable,1
827,"TURKEY COULD APPLY FOR EC MEMBERSHIP BY EARLY MAY",neutral,,0
828,"BRITISH BANKS SEEK MORE EQUITABLE CONTRIBUTIONS ON MEXICO PACKAGE  LLOYDS",positive,equitable,1
829,"FOOTE MINERAL FTE TO MERGE INTO RIO TINTO",neutral,,0
830,"U.S. FIRST TIME JOBLESS CLAIMS ROSE IN WEEK",negative,jobless,-1
831,"BRITISH BANKS RESIST SIGNING MEXICO PACKAGE",neutral,,0
832,"HONG KONG FEBRUARY TRADE SWINGS INTO DEFICIT",neutral,,0
833,"BEST PRODUCTS CO INC 4TH QTR SHR 1.44 DLRS VS 83 CTS",positive,best,1
834,"GENERALE HEAD CALLS FOR BELGIAN BANK FLEXIBILITY",positive,flexibility,1
835,"BEST PRODUCTS CO BES 4TH QTR JAN 31 NET",positive,best,1
836,"K MART KM TO SUPPLY HOME SHOPPING NETWORK",neutral,,0
837,"BANK OF SPAIN PROVIDES YEAR RECORD ASSISTANCE FUNDS",neutral,,0
838,"GREAT WESTERN GWF TO REDEEM DEBENTURES",positive,"redeem, great",2
839,"CHINA, PORTUGAL INITIAL MACAO PACT",neutral,,0
840,"ETHYL CORP EY UNITS COMPLETE ACQUISITON",neutral,,0
841,"JEFFERIES IS MAKING A MARKET IN STANDARD SRD",neutral,,0
842,"COLONIAL CABK TALKS WITH DISSIDENTS BREAK DOWN",negative,"break, dissidents",-2
843,"BRITISH POLITICIANS URGE JAPAN TRADE SANCTIONS",neutral,,0
844,"U.K. TRADE FIGURES BUOY HOPES OF INTEREST RATE CUT",neutral,,0
845,"S. KOREA MAY BUY U.S. OIL TO AID TRADE BALANCE",neutral,,0
846,"BP BP TO HOLD NEW YORK PRESS CONFERENCE",neutral,,0
847,"U.S. TREASURYS MULFORD REAFFIRMS G6 PACT TO FOSTER CURRENCY STABILITY AROUND CURRENT LEVELS",positive,stability,1
848,"TREASURYS MULFORD SAYS G6 HAS NO CURRENCY TARGET ZONES, RANGES",neutral,,0
849,"GERMAN ANALYSTS SEE GOLD FIRMING LATER THIS YEAR",positive,gold,1
850,"ESSEX CHEMICAL ESX SELLS CONVERTIBLE DEBT",negative,debt,-1
851,"U.K. MONEY MARKET RECEIVES 226 MLN STG ASSISTANCE",neutral,,0
852,"SWEDEN REVISES BUDGET FORECASTS",neutral,,0
853,"BANK OF FRANCE LEAVES MONEY MARKET INTERVENTION RATE UNCHANGED AT 734 PCT  OFFICIAL",neutral,,0
854,"MCO MCO, MAXXAM MXM HOLDERS APPROVE MERGER",positive,approve,1
855,"CANADA DETAILS TWO BOND AUCTIONS",neutral,,0
856,"PRICE CO PCLB 2ND QTR MARCH 15 NET",neutral,,0
857,"CAROLIAN SYSTEMS SEES LOWER FISCAL 1987 PROFIT",neutral,,0
858,"BANK OF FRANCE BUYS DOLLARS, SELLS YEN  DEALERS",neutral,,0
859,"TUNISIA TO BREAK TIES WITH IRAN",negative,break,-1
860,"U.S TREASURYS MULFORD REAFFIRMS G6 AGREEMENT",neutral,,0
861,"FRENCH FREE MARKET CEREAL EXPORT BIDS DETAILED",positive,free,1
862,"U.S. GOLD EAGLE SALES PROJECTED AT 3.1 MLN OUNCES",positive,gold,1
863,"NEOAX NOAX TO SELL NOVATRONICS FOR 20 MLN DLRS",neutral,,0
864,"PONCE FEDERAL BANK FSB PFBS RAISES DIVIDEND",neutral,,0
865,"FOOTHILL GROUP FGI SEES BETTER FIRST QUARTER",positive,better,1
866,"COMMODORE CBU IN PACT FOR COMPUTER GRAPHICS",neutral,,0
867,"BANK OF FRANCE BUYS DOLLARS, SELLS YEN  DEALERS",neutral,,0
868,"STANDARD SRD REFERRING BP BP BID TO GROUP",neutral,,0
869,"MULFORD SEES MORE BANK LOANS TO DEBTORS IN 1987",neutral,,0
870,"ANCHOR GLASS AGLS NOW SEES HIGHER 1ST QTR NET",neutral,,0
871,"MACNEALSCHWENDLER CORP MNS RAISES PAYOUT",neutral,,0
872,"VISHAY VSH COMPLETES EXCHANGE OFFER",neutral,,0
873,"CREDIT LYONNAIS UNIT HAS AUSTRALIAN DOLLAR BOND",neutral,,0
874,"VIACOM INTERNATIONAL INC VIA SETS QUARTERLY",neutral,,0
875,"WALT DISNEY ISSUES 60 MLN AUS DLR EUROBOND",negative,issues,-1
876,"U.K. MONEY MARKET GETS 25 MLN STG LATE HELP",neutral,,0
877,"IOMEGA IOMG IN SUPPLY AGREEMENT",neutral,,0
878,"LIBYA ABANDONS CHAD STRONGHOLD AFTER DEFEATS",positive,defeats,1
879,"ROY F. WESTON WSTNA DISTRIBUTING STATEMENT",neutral,,0
880,"PHLCORP PHX HAS BREAKEVEN RESULTS",neutral,,0
881,"MARSAM PHARMACEUTICALS INC IN INITIAL OFFERING",neutral,,0
882,"STONE CONTAINER STO TO REDEEM DEBT",neutral,"redeem; debt",0
883,"FARM CREDIT SYSTEM REQUESTS U.S. CREDIT LINE",neutral,,0
884,"OAKWOOD HOMES OH SELLS CONVERTIBLE DEBENTURES",neutral,,0
885,"EMCO SETS 75 MLN DLR DEBENTURE OFFERING",neutral,,0
886,"FISCHERWATT TO SELL CONVERTIBLE PREFERRED",neutral,,0
887,"FOOTE MINERAL TO MERGE INTO RIO TINTO",neutral,,0
888,"ALUMINIUM SCRAP RECOVERY AND USAGE TO RISE",neutral,"recovery; scrap",0
889,"CROSS AND TRECKER CTCO BUYS AUTOMATION UNIT",neutral,,0
890,"SALANT CORP SLT 1ST QTR FEB 28 NET",neutral,,0
891,"CRAY CYR INSTALLS 22 MLN DLR COMPUTER",neutral,,0
892,"HEALTHMATE INC HMTE 4TH QTR LOSS",negative,loss,-1
893,"KEATING REVISES DOWN AUSTRALIAN GROWTH FORECAST",neutral,,0
894,"VICON INDUSTRIES VII VOTES STAGGERED BOARD",neutral,,0
895,"FRENCH STOCK BILL TO BE PRESENTED BEFORE JUNE",neutral,,0
896,"GERMAN TAX CUT BILL TO GO BEFORE CABINET APRIL 1",neutral,,0
897,"NATIONAL BANC OF COMMERCE CO NBCC SETS PAYOUT",neutral,,0
898,"HARSCO CORP HSC SETS REGULAR PAYOUT",neutral,,0
899,"MADAGASCAR COCOA PRODUCTION ESTIMATED HIGHER",neutral,,0
900,"COMPUTER ASSOCIATES CA SETS TWO FOR ONE SPLIT",negative,split,-1
901,"SWISS NET CAPITAL EXPORTS RISE IN 1986",neutral,,0
902,"ST LAWRENCE SEAWAY OPENING STILL MARCH 31",neutral,,0
903,"DUTCH GRAIN LEVY TEST CASE TO START IN APRIL",neutral,,0
904,"IDB APPROVES TRADE, PROJECT LOANS TO MEMBERS",neutral,,0
905,"ZSEVEN FUND SEES HIGHER 1987 NET",neutral,,0
906,"FRENCH STOCK BILL TO BE PRESENTED BEFORE JUNE",neutral,,0
907,"JAGUAR OFFERS NEW LUXURY SEDAN",positive,luxury,1
908,"SPANISH REFINER PLANS GASOLINE ADDITIVE PLANT",neutral,,0
909,"WALL STREET STOCKSU.S. OIL COMPANIES",neutral,,0
910,"ROY F. WESTON INC WSTNA 4TH QTR NET",neutral,,0
911,"MOBIL MOB TO UPGRADE REFINERY UNIT",neutral,,0
912,"WARNERLAMBERT WLA SUES MASON DISTRIBUTORS",negative,sues,-1
913,"NOVA NOVX TO GET BRADYKININ ANTAGONIST PATENT",negative,antagonist,-1
914,"BLOCKBUSTER BBEC TO ACQUIRE LICENSEE",positive,blockbuster,1
915,"BRAZIL SOY HARVEST 13 PCT COMPLETE  NEWSLETTER",neutral,,0
916,"CONTEL CTC TO BUY WALKER COUNTY TELEPHONE",neutral,,0
917,"COMPUDYNE CDC SEES COSTS FROM CLEANUP STUDY",neutral,,0
918,"REUTERS TO CARRY SEAQ TWOWAY U.K. SHARE QUOTES",neutral,,0
919,"MULFORD SAYS G6 WANTS STABILITY",positive,stability,1
920,"SYMBOL TECHNOLOGIES SMBL GETS CONTRACT",neutral,,0
921,"THERMO PROCESS TPSI COMPLETES ACQUSITION",neutral,,0
922,"SIEMENS RAISES STAKE IN TELECOM PLUS OF U.S.",neutral,,0
923,"FRUEHAUF POSTS 20.3 MLN DLR 1986 LOSS",negative,loss,-1
924,"MICHIGAN GENERAL MGL TO SELL KRESTMARK UNIT",neutral,,0
925,"RABBIT SOFTWARE RABT TO MERGE WITH CTI DATA",neutral,,0
926,"COMSTOCK GROUP INC CSTK 4TH QTR LOSS",negative,loss,-1
927,"TIME TL SINKING FUND DEBENTURES YIELD 8.84 PCT",negative,sinking,-1
928,"MITSUBISHI UNIT TO SUPPLY CELLULAR TELEPHONE SYSTEMS",neutral,,0
929,"U.S. SENATE HITS EC OILS TAX, VOWS RETALIATION",neutral,,0
930,"HEALTHMATE INC SAYS AUDITORS INTEND TO QUALIFY ITS FINANCIAL STATEMENTS",positive,qualify,1
931,"SWEDISH BANK, U.S. FIRM PLAN U.K. STOCK VENTURE",neutral,,0
932,"HARSCO CORP HSC SETS QUARTERLY",neutral,,0
933,"MILASTAR CORP MILA 3RD QTR JAN 31 LOSS",negative,loss,-1
934,"BDM BDM GETSW ARMY CONTRACT",neutral,,0
935,"BANK OF BOSTON EXPECTS 1ST QTR EARNINGS FROM 90 CTS TO 1.00 DLRSSHR VS 79 CTS",neutral,,0
936,"BANK OF BOSTON BKB SEES IMPROVED 1ST QUARTER",positive,improved,1
937,"LIBYA REPORTEDLY BOUGHT WHITE SUGAR",neutral,,0
938,"USAIR GETS APPROVAL TO BUY 9,309,394 PIEDMONT SHARES IN TENDER",positive,"tender, approval",2
939,"FED EXPECTED TO ADD RESERVES",neutral,,0
940,"WRIGHT SAYS HOUSE BUDGET COMMITTEE ON TARGET",neutral,,0
941,"GE GE CREDIT SUES PHOENIX FINANCIAL PHFC",negative,sues,-1
942,"DOLLARYEN INTERVENTION RESPONDS TO PRESSURE",neutral,,0
943,"WALL STREET STOCKSU.S. OIL COMPANIES",neutral,,0
944,"MULFORD SAYS GERMANY, JAPAN HAVE NOT YET LIVED UP TO INTERNATIONAL COMMITMENTS",neutral,,0
945,"ORIENTAL FEDERAL INITIAL OFFERING UNDER WAY",neutral,,0
946,"FARMERS COMMODITIES TO CLEAR FUTURES FOR COOPS",positive,clear,1
947,"FRANK B. HALL FBH DEBT MAY BE CUT BY MOODYS",negative,debt,-1
948,"NORCEN SEES IMPROVEMENT IN 1987 EARNINGS",positive,improvement,1
949,"COCOA COUNCIL HEAD TO PRESENT BUFFER COMPROMISE",neutral,,0
950,"SIEMENS REBUTTS U.S. CRITICISM ON CGCT OFFER",negative,criticism,-1
951,"MULFORD DISAPPOINTED IN NEWLY INDUSTRIALIZED NICS EFFORTS TO STRENGTHEN CURRENCIES",negative,disappointed,-1
952,"FORD F NEARS GM GM IN EXECUTIVE BONUSES",positive,bonuses,1
953,"MULFORD SAYS GERMANY, JAPAN SHOULD DO MORE",neutral,,0
954,"EC GRANTS EXPORT LICENCES 197,000 TONNES  FREE MARKET MAIZE, ZERO BARLEY  PARIS TRADERS",positive,free,1
955,"PIER 1 IMPORTS PIR DECLARES STOCK SPLIT",negative,split,-1
956,"RCM TECHNOLOGIES RCMT ORDER INCREASED",neutral,,0
957,"LANCER CORP LACR 4TH QTR NET",neutral,,0
958,"THERMO PROCESS TPSI WINS 1.5 MLN DLR CONTRACT",positive,wins,1
959,"MACNEALSCHWENDLER CORP MNS 4TH QTR JAN 31 NET",neutral,,0
960,"NICHOLS INSTITUTE LAB 1ST QTR FEB 28 NET",neutral,,0
961,"FIRST MEDICAL DEVICES CORP FMDC YEAR LOSS",negative,loss,-1
962,"FIRST MEDICAL FMDC GETS ORDER",neutral,,0
963,"HEALTHMATE HMTE EXPECTS QUALIFIED OPINION",positive,qualified,1
964,"BALLY BLY NAMES NEW CHIEF FINANCIAL OFFICER",neutral,,0
965,"BRAZIL ASKS 60DAY EXTENSION SHORTTERM CREDIT",neutral,,0
966,"HEALTHMATE INC HMTE 4TH QTR LOSS",negative,loss,-1
967,"USAIR U CLEARED TO BUY PIEDMONT PIE SHARES",positive,cleared,1
968,"FED SETS TWO BILLION DLR CUSTOMER REPURCHASE, FED SAYS",neutral,,0
969,"HOUSE OF FABRICS INC HF 4TH QTR JAN 31 NET",neutral,,0
970,"GERMAN RETAILERS EXPECT GOOD 1987",positive,good,1
971,"GERMAN WAGE ROUND SAID TO LIMIT MONETARY OPTIONS",negative,limit,-1
972,"FOREIGN FIRMS HOPE TO JOIN JAPAN TELECOM COMPANY",neutral,,0
973,"SIEMENS RAISES STAKE IN TELECOM PLUS OF U.S.",neutral,,0
